FID,the_geom,ID_order,ID,today,deviceid,simserial,coordinate,Y_coordina,X_coordina,_coordinat,_coordin_1,tree_speci,other,tree_healt,threat,threat_ele,threat_roa,threat_bui,threat_wat,threat_peo,other_thre,other_001,tree_site,tree_base,_submissio,_index,functional,function_1,function_2,other_002,distance_c,angle_bott,angle_top,circumfere,diameter,comment_st,stem_tree_,_id,small_big
dar_es_salaam_trees.78,POINT (39.26170333 -6.77151),78,177,3/11/2020,3.53E+19,"8,93E+18",-6.771510000000003 39.26170333333336 -14.0 5.0,-6.77151,39.26170333,-14,5,other,,healthy,road building/structures water/sewage,0,1,1,1,0,,,public,Open soil,2020-03-11T11:13:26,38,,,,,,,,,,,,,small
dar_es_salaam_trees.79,POINT (39.26257 -6.770745),79,178,3/12/2020,3.59E+19,"8,93E+18",-6.770745 39.26257 23.5 5.0,-6.770745,39.26257,23.5,5,other,,healthy,road electricity/wires,1,1,0,0,0,,,public,restricted/incased,2020-03-12T09:40:09,13,,,,,,,,,,,,,small
dar_es_salaam_trees.80,POINT (39.26411667 -6.772778333),80,179,3/13/2020,3.53E+19,"8,93E+18",-6.772778333333334 39.26411666666667 19.3 4.0,-6.77277833,39.26411667,19.3,4,other,,healthy,road people,0,1,0,0,1,,,public,Open soil,2020-03-13T10:22:45,55,,,,,,,,,,,,,small
dar_es_salaam_trees.81,POINT (39.26332833 -6.769673333),81,180,3/12/2020,3.53E+19,"8,93E+18",-6.7696733333333325 39.263328333333334 29.0 4.8,-6.76967333,39.26332833,29,4.8,other,,healthy,road water/sewage,0,1,0,1,0,,,private,restricted/incased,2020-03-12T09:44:55,19,,,,,,,,,,,,,small
dar_es_salaam_trees.82,POINT (39.264185 -6.773033333),82,181,3/13/2020,3.53E+19,"8,93E+18",-6.773033333333332 39.264185 20.6 4.9,-6.77303333,39.264185,20.6,4.9,neem,,severely_damaged / sick,water/sewage,0,0,0,1,0,,,public,Open soil,2020-03-13T10:22:53,57,,,,,,,,,,,,,small
dar_es_salaam_trees.83,POINT (39.26196333 -6.769731667),83,182,3/12/2020,3.53E+19,"8,93E+18",-6.769731666666667 39.261963333333334 -12.3 4.7,-6.76973167,39.26196333,-12.3,4.7,other,,healthy,water/sewage,0,0,0,1,0,,,private,Open soil,2020-03-12T09:44:29,16,,,,,,,,,,,,,small
dar_es_salaam_trees.84,POINT (39.26044167 -6.772545),84,183,3/13/2020,3.58E+19,"8,93E+18",-6.772545000000001 39.260441666666665 9.2 3.8,-6.772545,39.26044167,9.2,3.8,ashok,,healthy,water/sewage building/structures,0,0,1,1,0,,,public,Open soil,2020-03-13T16:20:32,80,,,,,,,,,,,,,small
dar_es_salaam_trees.85,POINT (39.26034833 -6.772591667),85,184,3/13/2020,3.58E+19,"8,93E+18",-6.772591666666667 39.26034833333333 9.2 4.9,-6.77259167,39.26034833,9.2,4.9,ashok,,healthy,water/sewage building/structures,0,0,1,1,0,,,public,Open soil,2020-03-13T16:20:41,81,,,,,,,,,,,,,small
dar_es_salaam_trees.86,POINT (39.26228333 -6.769861667),86,185,3/12/2020,3.59E+19,"8,93E+18",-6.7698616666666664 39.262283333333336 11.4 4.6,-6.76986167,39.26228333,11.4,4.6,other,,healthy,water/sewage building/structures,0,0,1,1,0,,,public,adjacent to a hard surface,2020-03-12T09:38:48,9,,,,,,,,,,,,,small
dar_es_salaam_trees.87,POINT (39.26042833 -6.772578333),87,186,3/13/2020,3.58E+19,"8,93E+18",-6.772578333333333 39.26042833333334 8.7 5.0,-6.77257833,39.26042833,8.7,5,other,,healthy,water/sewage building/structures,0,0,1,1,0,,,public,Open soil,2020-03-13T16:20:00,78,,,,,,,,,,,,,small
dar_es_salaam_trees.88,POINT (39.26094333 -6.775218333),88,187,3/11/2020,3.53E+19,"8,93E+18",-6.775218333333333 39.26094333333333 9.6 4.9,-6.77521833,39.26094333,9.6,4.9,ashok,,healthy,water/sewage road building/structures,0,1,1,1,0,,,private,Open soil,2020-03-11T11:10:39,30,,,,,,,,,,,,,small
dar_es_salaam_trees.89,POINT (39.25735833 -6.777915),89,188,3/11/2020,3.54E+19,"8,93E+18",-6.777915 39.25735833333333 38.8 4.9,-6.777915,39.25735833,38.8,4.9,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-11T11:38:34,47,,,,,,,,,,,,,small
dar_es_salaam_trees.90,POINT (39.25225667 -6.777746667),90,189,3/12/2020,3.54E+19,"8,93E+18",-6.777746666666667 39.25225666666667 37.6 5.0,-6.77774667,39.25225667,37.6,5,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-12T10:20:09,26,,,,,,,,,,,,,small
dar_es_salaam_trees.91,POINT (39.25226333 -6.777605),91,190,3/12/2020,3.54E+19,"8,93E+18",-6.777604999999999 39.25226333333333 22.1 4.8,-6.777605,39.25226333,22.1,4.8,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-12T10:23:29,27,,,,,,,,,,,,,small
dar_es_salaam_trees.92,POINT (39.252315 -6.777711667),92,191,3/12/2020,3.54E+19,"8,93E+18",-6.777711666666666 39.252314999999996 22.2 5.0,-6.77771167,39.252315,22.2,5,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-12T10:23:37,28,,,,,,,,,,,,,small
dar_es_salaam_trees.93,POINT (39.25229 -6.777606667),93,192,3/12/2020,3.54E+19,"8,93E+18",-6.777606666666666 39.25229 20.0 5.0,-6.77760667,39.25229,20,5,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-12T10:23:45,29,,,,,,,,,,,,,small
dar_es_salaam_trees.94,POINT (39.25228667 -6.777636667),94,193,3/12/2020,3.54E+19,"8,93E+18",-6.777636666666666 39.25228666666667 16.1 5.0,-6.77763667,39.25228667,16.1,5,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-12T10:24:52,30,,,,,,,,,,,,,small
dar_es_salaam_trees.95,POINT (39.25235167 -6.777615),95,194,3/12/2020,3.54E+19,"8,93E+18",-6.777614999999999 39.25235166666666 16.0 5.0,-6.777615,39.25235167,16,5,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-12T10:26:29,31,,,,,,,,,,,,,small
dar_es_salaam_trees.96,POINT (39.25241667 -6.777635),96,195,3/12/2020,3.54E+19,"8,93E+18",-6.777635 39.25241666666667 15.9 4.8,-6.777635,39.25241667,15.9,4.8,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-12T10:26:37,32,,,,,,,,,,,,,small
dar_es_salaam_trees.97,POINT (39.25237833 -6.777611667),97,196,3/12/2020,3.54E+19,"8,93E+18",-6.777611666666667 39.25237833333333 18.4 4.9,-6.77761167,39.25237833,18.4,4.9,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-12T10:26:41,33,,,,,,,,,,,,,small
dar_es_salaam_trees.98,POINT (39.25227667 -6.77766),98,197,3/12/2020,3.54E+19,"8,93E+18",-6.777659999999999 39.25227666666667 25.7 4.9,-6.77766,39.25227667,25.7,4.9,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-12T10:26:45,34,,,,,,,,,,,,,small
dar_es_salaam_trees.99,POINT (39.25228167 -6.777598333),99,198,3/12/2020,3.54E+19,"8,93E+18",-6.777598333333333 39.25228166666667 25.7 5.0,-6.77759833,39.25228167,25.7,5,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-12T10:27:09,35,,,,,,,,,,,,,small
dar_es_salaam_trees.100,POINT (39.25242 -6.777711667),100,199,3/12/2020,3.54E+19,"8,93E+18",-6.777711666666666 39.25242 22.6 4.9,-6.77771167,39.25242,22.6,4.9,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-12T10:35:21,36,,,,,,,,,,,,,small
dar_es_salaam_trees.101,POINT (39.25211833 -6.777795),101,200,3/12/2020,3.54E+19,"8,93E+18",-6.777794999999999 39.252118333333335 22.5 4.9,-6.777795,39.25211833,22.5,4.9,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-12T10:35:28,37,,,,,,,,,,,,,small
dar_es_salaam_trees.102,POINT (39.25223667 -6.77758),102,201,3/12/2020,3.54E+19,"8,93E+18",-6.77758 39.25223666666667 25.7 5.0,-6.77758,39.25223667,25.7,5,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-12T10:35:32,38,,,,,,,,,,,,,small
dar_es_salaam_trees.103,POINT (39.25232167 -6.777698333),103,202,3/12/2020,3.54E+19,"8,93E+18",-6.7776983333333325 39.25232166666667 25.5 4.8,-6.77769833,39.25232167,25.5,4.8,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-12T10:35:36,39,,,,,,,,,,,,,small
dar_es_salaam_trees.104,POINT (39.25233833 -6.777683333),104,203,3/12/2020,3.54E+19,"8,93E+18",-6.777683333333332 39.252338333333334 25.8 5.0,-6.77768333,39.25233833,25.8,5,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-12T10:35:51,40,,,,,,,,,,,,,small
dar_es_salaam_trees.105,POINT (39.25633 -6.776558333),105,204,3/13/2020,3.54E+19,"8,93E+18",-6.776558333333332 39.256330000000005 6.8 4.9,-6.77655833,39.25633,6.8,4.9,ashok,,healthy,NULL,0,0,0,0,0,,,public,adjacent to a hard surface,2020-03-13T09:44:13,44,,,,,,,,,,,,,small
dar_es_salaam_trees.106,POINT (39.25637333 -6.776498333),106,205,3/13/2020,3.54E+19,"8,93E+18",-6.776498333333333 39.256373333333336 6.8 4.9,-6.77649833,39.25637333,6.8,4.9,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-13T09:44:18,45,,,,,,,,,,,,,small
dar_es_salaam_trees.107,POINT (39.25637667 -6.776548333),107,206,3/13/2020,3.54E+19,"8,93E+18",-6.776548333333333 39.25637666666667 6.7 5.0,-6.77654833,39.25637667,6.7,5,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-13T09:44:24,46,,,,,,,,,,,,,small
dar_es_salaam_trees.108,POINT (39.256365 -6.77662),108,207,3/13/2020,3.54E+19,"8,93E+18",-6.776620000000001 39.256364999999995 6.7 4.9,-6.77662,39.256365,6.7,4.9,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-13T09:44:48,47,,,,,,,,,,,,,small
dar_es_salaam_trees.109,POINT (39.25634667 -6.776585),109,208,3/13/2020,3.54E+19,"8,93E+18",-6.776585 39.256346666666666 27.8 4.9,-6.776585,39.25634667,27.8,4.9,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-13T09:45:00,48,,,,,,,,,,,,,small
dar_es_salaam_trees.110,POINT (39.25637167 -6.776578333),110,209,3/13/2020,3.54E+19,"8,93E+18",-6.776578333333333 39.25637166666667 27.8 4.9,-6.77657833,39.25637167,27.8,4.9,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-13T09:52:09,49,,,,,,,,,,,,,small
dar_es_salaam_trees.111,POINT (39.25633833 -6.77654),111,210,3/13/2020,3.54E+19,"8,93E+18",-6.77654 39.25633833333333 27.8 4.8,-6.77654,39.25633833,27.8,4.8,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-13T09:52:13,50,,,,,,,,,,,,,small
dar_es_salaam_trees.112,POINT (39.25635 -6.77661),112,211,3/13/2020,3.54E+19,"8,93E+18",-6.77661 39.25635 27.8 4.9,-6.77661,39.25635,27.8,4.9,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-13T09:52:16,51,,,,,,,,,,,,,small
dar_es_salaam_trees.113,POINT (39.26391667 -6.7747),113,212,3/13/2020,3.53E+19,"8,93E+18",-6.774699999999999 39.26391666666667 15.1 4.2,-6.7747,39.26391667,15.1,4.2,ashok,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-13T10:24:39,61,,,,,,,,,,,,,small
dar_es_salaam_trees.114,POINT (39.25420932 -6.77072683),114,213,3/13/2020,3.54E+19,8925504410914534724f,-6.77072683 39.25420932 -10.0 5.0,-6.77072683,39.25420932,-10,5,ashok,,healthy,NULL,0,0,0,0,0,,,private,Open soil,2020-03-13T11:00:19,69,,,,,,,,,,,,,small
dar_es_salaam_trees.115,POINT (39.25421113 -6.77073164),115,214,3/13/2020,3.54E+19,8925504410914534724f,-6.77073164 39.25421113 -10.0 7.0,-6.77073164,39.25421113,-10,7,ashok,,healthy,NULL,0,0,0,0,0,,,private,Open soil,2020-03-13T11:00:23,70,,,,,,,,,,,,,small
dar_es_salaam_trees.116,POINT (39.25234833 -6.777385),116,215,3/11/2020,3.54E+19,"8,93E+18",-6.777385 39.25234833333333 33.9 4.9,-6.777385,39.25234833,33.9,4.9,mango,,healthy,NULL,0,0,0,0,0,,,private,restricted/incased,2020-03-11T11:50:38,57,,,,,,,,,,,,,small
dar_es_salaam_trees.117,POINT (39.26352167 -6.769813333),117,216,3/12/2020,3.53E+19,"8,93E+18",-6.7698133333333335 39.26352166666666 4.9 5.0,-6.76981333,39.26352167,4.9,5,mango,,healthy,NULL,0,0,0,0,0,,,private,Open soil,2020-03-12T09:44:32,17,,,,,,,,,,,,,small
dar_es_salaam_trees.118,POINT (39.25849833 -6.77576),118,217,3/10/2020,3.54E+19,"8,93E+18",-6.775760000000005 39.258498333333339 -13.1 4.0,-6.77576,39.25849833,-13.1,4,other,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-10T11:47:24,1,,,,,,,,,,,,,small
dar_es_salaam_trees.119,POINT (39.259055 -6.776386667),119,218,3/11/2020,3.54E+19,"8,93E+18",-6.776386666666667 39.259055 38.0 4.7,-6.77638667,39.259055,38,4.7,other,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-11T11:05:36,29,,,,,,,,,,,,,small
dar_es_salaam_trees.120,POINT (39.25890667 -6.77698),120,219,3/11/2020,3.54E+19,"8,93E+18",-6.776979999999999 39.25890666666667 34.8 5.0,-6.77698,39.25890667,34.8,5,other,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-11T11:22:50,39,,,,,,,,,,,,,small
dar_es_salaam_trees.121,POINT (39.25995667 -6.77781),121,220,3/11/2020,3.54E+19,"8,93E+18",-6.77781 39.25995666666667 35.7 4.6,-6.77781,39.25995667,35.7,4.6,other,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-11T11:33:13,40,,,,,,,,,,,,,small
dar_es_salaam_trees.122,POINT (39.25980667 -6.777685),122,221,3/11/2020,3.54E+19,"8,93E+18",-6.777685000000001 39.25980666666667 8.3 4.6,-6.777685,39.25980667,8.3,4.6,other,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-11T11:33:51,41,,,,,,,,,,,,,small
dar_es_salaam_trees.123,POINT (39.25979 -6.77774),123,222,3/11/2020,3.54E+19,"8,93E+18",-6.77774 39.259789999999995 8.4 5.0,-6.77774,39.25979,8.4,5,other,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-11T11:34:24,42,,,,,,,,,,,,,small
dar_es_salaam_trees.124,POINT (39.259565 -6.777901667),124,223,3/11/2020,3.54E+19,"8,93E+18",-6.777901666666666 39.259564999999995 8.4 4.7,-6.77790167,39.259565,8.4,4.7,other,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-11T11:34:51,43,,,,,,,,,,,,,small
dar_es_salaam_trees.125,POINT (39.259115 -6.777903333),125,224,3/11/2020,3.54E+19,"8,93E+18",-6.7779033333333345 39.259114999999994 39.0 4.9,-6.77790333,39.259115,39,4.9,other,,healthy,NULL,0,0,0,0,0,,,,,2020-03-11T11:37:13,44,,,,,,,,,,,,,small
dar_es_salaam_trees.126,POINT (39.25852 -6.777755),126,225,3/11/2020,3.54E+19,"8,93E+18",-6.777755 39.25852 39.3 4.8,-6.777755,39.25852,39.3,4.8,other,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-11T11:37:44,45,,,,,,,,,,,,,small
dar_es_salaam_trees.127,POINT (39.25698667 -6.778098333),127,226,3/11/2020,3.54E+19,"8,93E+18",-6.7780983333333324 39.25698666666666 38.8 5.0,-6.77809833,39.25698667,38.8,5,other,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-11T11:39:06,48,,,,,,,,,,,,,small
dar_es_salaam_trees.128,POINT (39.25247333 -6.777443333),128,227,3/11/2020,3.54E+19,"8,93E+18",-6.777443333333334 39.252473333333334 33.9 5.0,-6.77744333,39.25247333,33.9,5,other,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-11T11:51:08,58,,,,,,,,,,,,,small
dar_es_salaam_trees.129,POINT (39.25234 -6.777236667),129,228,3/11/2020,3.54E+19,"8,93E+18",-6.777236666666666 39.252340000000004 33.8 4.9,-6.77723667,39.25234,33.8,4.9,other,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-11T11:51:39,59,,,,,,,,,,,,,small
dar_es_salaam_trees.130,POINT (39.25211981 -6.77636203),130,229,3/11/2020,00:AE:FA:D7:B3:FF,,-6.77636203 39.25211981 3.0 10.0,-6.77636203,39.25211981,3,10,other,,healthy,NULL,0,0,0,0,0,,,,Open soil,2020-03-11T12:00:52,60,,,,,,,,,,,,,small
dar_es_salaam_trees.131,POINT (39.25515427 -6.77023577),131,230,3/11/2020,3.54E+19,8925504410914534724f,-6.77023577 39.25515427 -41.0 5.0,-6.77023577,39.25515427,-41,5,other,,healthy,NULL,0,0,0,0,0,,,public,restricted/incased,2020-03-12T06:07:55,64,,,,,,,,,,,,,small
dar_es_salaam_trees.132,POINT (39.26085 -6.770003333),132,231,3/12/2020,3.59E+19,"8,93E+18",-6.770003333333333 39.26085 11.5 4.9,-6.77000333,39.26085,11.5,4.9,other,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-12T09:38:01,8,,,,,,,,,,,,,small
dar_es_salaam_trees.133,POINT (39.26375167 -6.769955),133,232,3/12/2020,3.53E+19,"8,93E+18",-6.769955 39.263751666666664 16.1 4.6,-6.769955,39.26375167,16.1,4.6,other,,healthy,NULL,0,0,0,0,0,,,private,Open soil,2020-03-12T09:44:51,18,,,,,,,,,,,,,small
dar_es_salaam_trees.134,POINT (39.25381667 -6.77755),134,233,3/12/2020,3.54E+19,"8,93E+18",-6.777550000000001 39.253816666666665 37.4 4.9,-6.77755,39.25381667,37.4,4.9,other,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-12T10:12:02,25,,,,,,,,,,,,,small
dar_es_salaam_trees.135,POINT (39.25641333 -6.777073333),135,234,3/13/2020,3.54E+19,"8,93E+18",-6.777073333333334 39.25641333333333 27.9 4.9,-6.77707333,39.25641333,27.9,4.9,other,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-13T09:52:48,53,,,,,,,,,,,,,small
dar_es_salaam_trees.136,POINT (39.256965 -6.777576667),136,235,3/13/2020,3.54E+19,"8,93E+18",-6.777576666666666 39.256965 6.8 4.8,-6.77757667,39.256965,6.8,4.8,other,,healthy,NULL,0,0,0,0,0,,,private,Open soil,2020-03-13T09:54:05,54,,,,,,,,,,,,,small
dar_es_salaam_trees.137,POINT (39.25387629 -6.77100835),137,236,3/12/2020,3.54E+19,8925504410914534724f,-6.77100835 39.25387629 -32.0 6.0,-6.77100835,39.25387629,-32,6,other,,healthy,NULL,0,0,0,0,0,,,private,Open soil,2020-03-13T10:58:36,68,,,,,,,,,,,,,small
dar_es_salaam_trees.138,POINT (39.25405217 -6.77154766),138,237,3/13/2020,3.54E+19,8925504410914534724f,-6.77154766 39.25405217 -1.0 5.0,-6.77154766,39.25405217,-1,5,other,,healthy,NULL,0,0,0,0,0,,,private,Open soil,2020-03-13T11:01:08,71,,,,,,,,,,,,,small
dar_es_salaam_trees.139,POINT (39.25434815 -6.77296568),139,238,3/13/2020,3.54E+19,8925504410914534724f,-6.77296568 39.25434815 -26.0 7.0,-6.77296568,39.25434815,-26,7,other,,healthy,NULL,0,0,0,0,0,,,private,Open soil,2020-03-13T11:01:11,72,,,,,,,,,,,,,small
dar_es_salaam_trees.140,POINT (39.258585 -6.777896667),140,239,3/11/2020,3.54E+19,"8,93E+18",-6.777896666666667 39.258585000000004 39.1 4.9,-6.77789667,39.258585,39.1,4.9,palm,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-11T11:38:09,46,,,,,,,,,,,,,small
dar_es_salaam_trees.141,POINT (39.25234333 -6.777588333),141,240,3/11/2020,3.54E+19,"8,93E+18",-6.777588333333334 39.252343333333336 16.4 4.6,-6.77758833,39.25234333,16.4,4.6,palm,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-11T11:43:34,55,,,,,,,,,,,,,small
dar_es_salaam_trees.142,POINT (39.25233667 -6.777481667),142,241,3/11/2020,3.54E+19,"8,93E+18",-6.777481666666667 39.252336666666665 33.9 5.0,-6.77748167,39.25233667,33.9,5,palm,,healthy,NULL,0,0,0,0,0,,,private,restricted/incased,2020-03-11T11:50:04,56,,,,,,,,,,,,,small
dar_es_salaam_trees.143,POINT (39.25413667 -6.777978333),143,242,3/12/2020,3.54E+19,"8,93E+18",-6.777978333333334 39.25413666666667 37.7 4.7,-6.77797833,39.25413667,37.7,4.7,palm,,healthy,NULL,0,0,0,0,0,,,public,Open soil,2020-03-12T10:11:50,24,,,,,,,,,,,,,small
dar_es_salaam_trees.144,POINT (39.25873279 -6.7719079),144,243,3/12/2020,3.54E+19,8925504410914534724f,-6.7719079 39.25873279 -2.0 12.0,-6.7719079,39.25873279,-2,12,palm,,healthy,NULL,0,0,0,0,0,,,private,restricted/incased,2020-03-13T05:48:13,41,,,,,,,,,,,,,small
dar_es_salaam_trees.145,POINT (39.25871692 -6.77189332),145,244,3/12/2020,3.54E+19,8925504410914534724f,-6.77189332 39.25871692 -12.0 7.0,-6.77189332,39.25871692,-12,7,palm,,healthy,NULL,0,0,0,0,0,,,private,restricted/incased,2020-03-13T05:48:44,42,,,,,,,,,,,,,small
dar_es_salaam_trees.146,POINT (39.25844681 -6.77149082),146,245,3/12/2020,3.54E+19,8925504410914534724f,-6.77149082 39.25844681 -6.0 6.0,-6.77149082,39.25844681,-6,6,palm,,healthy,NULL,0,0,0,0,0,,,private,restricted/incased,2020-03-13T10:48:51,67,,,,,,,,,,,,,small
dar_es_salaam_trees.147,POINT (39.25652364 -6.77207495),147,1000,3/10/2020,3.54E+19,8925504410914534724f,-6.77207495 39.25652364 -7.0 7.0,-6.77207495,39.25652364,-7,7,other,,healthy,NULL,0,0,0,0,0,0,,private_property,Open soil,2020-03-11T05:56:16,122,human,0,1,,6,-10,45,70,22.29,No,0,1718,big
dar_es_salaam_trees.148,POINT (39.26093167 -6.775468333),148,1001,3/11/2020,3.53E+19,8.93E+23,-6.775468333333333 39.26093166666667 8.5 4.9,-6.77546833,39.26093167,8.5,4.9,palm,,healthy,electricity/wires road building/structures,1,1,1,0,0,0,,private_property,Open soil,2020-03-11T11:10:35,43,human,0,1,,8,-7,38,105,33.44,No,0,1793,big
dar_es_salaam_trees.149,POINT (39.259355 -6.775945),149,1002,3/10/2020,3.58E+19,8.93E+22,-6.775945 39.259355 20.7 2.9,-6.775945,39.259355,20.7,2.9,palm,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:19:48,10,human,0,1,,10,-4,35,140,44.59,No,0,1590,big
dar_es_salaam_trees.150,POINT (39.25546333 -6.776593333),150,1003,3/10/2020,3.54E+19,8.93E+22,-6.7765933333333335 39.25546333333333 15.9 4.8,-6.77659333,39.25546333,15.9,4.8,palm,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:45:43,23,human,0,1,,11,-4,36,90,28.66,No,0,1603,big
dar_es_salaam_trees.151,POINT (39.25554 -6.776495),151,1004,3/10/2020,3.54E+19,8.93E+22,-6.776495 39.255539999999996 -17.2 4.7,-6.776495,39.25554,-17.2,4.7,palm,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:45:51,24,human,0,1,,10,-5,40,112,35.67,No,0,1604,big
dar_es_salaam_trees.152,POINT (39.25536667 -6.776523333),152,1005,3/10/2020,3.54E+19,8.93E+22,-6.7765233333333335 39.25536666666667 29.5 5.0,-6.77652333,39.25536667,29.5,5,palm,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:45:35,22,human,0,1,,11,-5,41,103,32.8,No,0,1602,big
dar_es_salaam_trees.153,POINT (39.25971167 -6.775953333),153,1006,3/11/2020,3.54E+19,8.93E+22,-6.775953333333333 39.25971166666667 14.8 4.9,-6.77595333,39.25971167,14.8,4.9,palm,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-11T11:25:46,59,human,0,1,,14,-3,35,82,26.11,No,0,1819,big
dar_es_salaam_trees.154,POINT (39.2565364 -6.77202371),154,1007,3/10/2020,3.54E+19,8925504410914534724f,-6.77202371 39.2565364 -8.0 6.0,-6.77202371,39.2565364,-8,6,palm,,healthy,NULL,0,0,0,0,0,0,,private_property,Open soil,2020-03-11T05:56:32,123,human,0,1,,9,-7,47,120,38.22,No,0,1719,big
dar_es_salaam_trees.155,POINT (39.255555 -6.776543333),155,1008,3/10/2020,3.54E+19,8.93E+22,-6.776543333333333 39.255554999999994 6.5 4.9,-6.77654333,39.255555,6.5,4.9,palm,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:46:10,26,human,0,1,,10,-5,45,170,54.14,No,0,1607,big
dar_es_salaam_trees.156,POINT (39.25555167 -6.776658333),156,1009,3/10/2020,3.54E+19,8.93E+22,-6.776658333333334 39.25555166666666 -10.4 4.8,-6.77665833,39.25555167,-10.4,4.8,palm,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:46:03,25,human,0,1,,10,-5,46,130,41.4,No,0,1606,big
dar_es_salaam_trees.157,POINT (39.25909667 -6.775993333),157,1010,3/10/2020,3.58E+19,8.93E+22,-6.775993333333334 39.259096666666665 15.1 5.0,-6.77599333,39.25909667,15.1,5,palm,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:20:01,13,human,0,1,,15,-3,35,30,9.55,No,0,1593,big
dar_es_salaam_trees.158,POINT (39.259155 -6.776043333),158,1011,3/10/2020,3.58E+19,8.93E+22,-6.776043333333333 39.259155 13.1 5.0,-6.77604333,39.259155,13.1,5,palm,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:19:57,12,human,0,1,,17,-4,32,240,76.43,No,0,1592,big
dar_es_salaam_trees.159,POINT (39.25657851 -6.77202894),159,1012,3/10/2020,3.54E+19,8925504410914534724f,-6.77202894 39.25657851 -8.0 6.0,-6.77202894,39.25657851,-8,6,palm,,healthy,NULL,0,0,0,0,0,0,,private_property,restricted/incased,2020-03-11T05:56:49,124,human,0,1,,8,-9,53,125,39.81,No,0,1720,big
dar_es_salaam_trees.160,POINT (39.26131333 -6.772528333),160,1013,3/11/2020,3.59E+19,8.93E+22,-6.772528333333334 39.261313333333334 -0.1 4.9,-6.77252833,39.26131333,-0.1,4.9,other,,healthy,people,0,0,0,0,1,0,,private_property,Open soil,2020-03-11T10:46:38,31,human,0,1,,9,-7,51,100,31.85,3,3,1780,big
dar_es_salaam_trees.161,POINT (39.25931 -6.775971667),161,1014,3/10/2020,3.58E+19,8.93E+22,-6.775971666666667 39.25931 19.1 3.3,-6.77597167,39.25931,19.1,3.3,palm,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:19:52,11,human,0,1,,15,-6,36,130,41.4,No,0,1591,big
