FID,the_geom,ID_order,ID,today,deviceid,simserial,coordinate,Y_coordina,X_coordina,_coordinat,_coordin_1,tree_speci,other,tree_healt,threat,threat_ele,threat_roa,threat_bui,threat_wat,threat_peo,other_thre,other_001,tree_site,tree_base,_submissio,_index,functional,function_1,function_2,other_002,distance_c,angle_bott,angle_top,circumfere,diameter,comment_st,stem_tree_,_id,small_big
dar_es_salaam_trees.239,POINT (39.25546773 -6.7749862),239,1092,3/10/2020,3.54E+19,8925504410914534724f,-6.7749862 39.25546773 -44.0 5.0,-6.7749862,39.25546773,-44,5,other,,slightly_damaged / sick,road,0,1,0,0,0,0,,public_property,Open soil,2020-03-10T12:21:28,86,human,0,1,,,,,90,28.66,2,2,1682,big
dar_es_salaam_trees.240,POINT (39.26088 -6.77718),240,1093,3/10/2020,3.59E+19,8.93E+22,-6.77718 39.26088 -42.5 4.9,-6.77718,39.26088,-42.5,4.9,acacia,,slightly_damaged / sick,road building/structures,0,1,1,0,0,0,,public_property,adjacent to a hard surface,2020-03-10T12:09:40,78,human,0,1,,,,,298,94.9,2,2,1672,big
dar_es_salaam_trees.241,POINT (39.26090667 -6.773886667),241,1094,3/12/2020,3.58E+19,8.93E+22,-6.773886666666668 39.26090666666666 1.4 4.6,-6.77388667,39.26090667,1.4,4.6,other,,healthy,road building/structures,0,1,1,0,0,0,,public_property,Open soil,2020-03-12T10:07:22,64,human,0,1,,,,,120,38.22,2,2,1979,big
dar_es_salaam_trees.242,POINT (39.26067 -6.77579),242,1095,3/12/2020,3.58E+19,8.93E+22,-6.775790000000001 39.26067 7.2 4.9,-6.77579,39.26067,7.2,4.9,other,,healthy,road water/sewage,0,1,0,1,0,0,,public_property,Open soil,2020-03-12T10:09:17,68,human,0,1,,,,,200,63.69,2,2,1985,big
dar_es_salaam_trees.243,POINT (39.25492699 -6.77335027),243,1096,3/10/2020,3.54E+19,8925504410914534724f,-6.77335027 39.25492699 7.0 11.0,-6.77335027,39.25492699,7,11,other,,healthy,water/sewage,0,0,0,1,0,0,,public_property,Open soil,2020-03-10T14:14:51,115,human,0,1,,,,,120,38.22,2,2,1711,big
dar_es_salaam_trees.244,POINT (39.26423833 -6.77312),244,1097,3/13/2020,3.59E+19,8.93E+22,-6.7731200000000005 39.26423833333333 31.0 4.9,-6.77312,39.26423833,31,4.9,neem,,dead,water/sewage road,0,1,0,1,0,0,,public_property,Open soil,2020-03-13T10:44:44,36,human,0,1,,,,,63,20.06,2,2,2102,big
dar_es_salaam_trees.245,POINT (39.26105167 -6.777371667),245,1098,3/10/2020,3.53E+19,8.93E+23,-6.777371666666666 39.26105166666667 16.7 4.1,-6.77737167,39.26105167,16.7,4.1,neem,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-10T12:14:15,82,human,0,1,,,,,60,19.11,2,2,1677,big
dar_es_salaam_trees.246,POINT (39.2544967 -6.77400077),246,1099,3/10/2020,3.54E+19,8925504410914534724f,-6.77400077 39.2544967 -35.0 5.0,-6.77400077,39.2544967,-35,5,neem,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-10T14:13:42,114,human,0,1,,,,,145,46.18,2,2,1710,big
dar_es_salaam_trees.247,POINT (39.25619 -6.77654),247,1100,3/10/2020,3.54E+19,8.93E+22,-6.77654 39.25619 5.8 4.8,-6.77654,39.25619,5.8,4.8,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:47:00,32,human,0,1,,,,,103,32.8,2,2,1613,big
dar_es_salaam_trees.248,POINT (39.25624667 -6.776373333),248,1101,3/10/2020,3.54E+19,8.93E+22,-6.776373333333334 39.25624666666667 14.5 4.8,-6.77637333,39.25624667,14.5,4.8,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:47:16,34,human,0,1,,,,,76,24.2,2,2,1615,big
dar_es_salaam_trees.249,POINT (39.25631667 -6.776425),249,1102,3/10/2020,3.54E+19,8.93E+22,-6.776425000000001 39.25631666666666 14.1 4.6,-6.776425,39.25631667,14.1,4.6,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:47:22,35,human,0,1,,,,,69,21.97,2,2,1616,big
dar_es_salaam_trees.250,POINT (39.25905 -6.776301667),250,1103,3/10/2020,3.54E+19,8.93E+22,-6.776301666666666 39.25905 11.3 4.1,-6.77630167,39.25905,11.3,4.1,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:49:49,53,human,0,1,,,,,90,28.66,2,2,1638,big
dar_es_salaam_trees.251,POINT (39.26178667 -6.777363333),251,1104,3/10/2020,3.59E+19,8.93E+22,-6.777363333333334 39.261786666666666 0.7 5.0,-6.77736333,39.26178667,0.7,5,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-10T12:08:13,73,human,0,1,,,,,65,20.7,2,2,1666,big
dar_es_salaam_trees.252,POINT (39.26216167 -6.777141667),252,1105,3/10/2020,3.53E+19,8.93E+23,-6.777141666666667 39.262161666666664 20.3 4.6,-6.77714167,39.26216167,20.3,4.6,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-10T12:10:20,80,human,0,1,,,,,70,22.29,2,2,1674,big
dar_es_salaam_trees.253,POINT (39.26210333 -6.777341667),253,1106,3/10/2020,3.53E+19,8.93E+23,-6.777341666666667 39.262103333333336 -4.0 3.9,-6.77734167,39.26210333,-4,3.9,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-10T12:11:21,81,human,0,1,,,,,65,20.7,2,2,1675,big
dar_es_salaam_trees.254,POINT (39.25505392 -6.77339662),254,1107,3/10/2020,3.54E+19,8925504410914534724f,-6.77339662 39.25505392 -17.0 6.0,-6.77339662,39.25505392,-17,6,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-11T05:53:31,116,human,0,1,,,,,132,42.04,2,2,1712,big
dar_es_salaam_trees.255,POINT (39.26279 -6.77009),255,1108,3/12/2020,3.59E+19,8.93E+22,-6.770090000000001 39.26279 9.6 4.8,-6.77009,39.26279,9.6,4.8,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-12T09:39:59,35,human,0,1,,,,,63,20.06,2,2,1942,big
dar_es_salaam_trees.256,POINT (39.25360882 -6.77087556),256,1109,3/12/2020,3.54E+19,8925504410914534724f,-6.77087556 39.25360882 -25.0 7.0,-6.77087556,39.25360882,-25,7,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-13T10:56:19,115,human,0,1,,,,,190,60.51,2,2,2126,big
dar_es_salaam_trees.257,POINT (39.25439334 -6.77306691),257,1110,3/13/2020,3.54E+19,8925504410914534724f,-6.77306691 39.25439334 -14.0 11.0,-6.77306691,39.25439334,-14,11,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-13T11:02:07,59,human,0,1,,,,,47,14.97,2,2,2145,big
dar_es_salaam_trees.258,POINT (39.25550075 -6.77283168),258,1111,3/10/2020,3.54E+19,8925504410914534724f,-6.77283168 39.25550075 -18.0 13.0,-6.77283168,39.25550075,-18,13,other,,healthy,building/structures,0,0,1,0,0,0,,,,2020-03-11T05:53:53,117,human,0,1,,,,,186,59.24,2,2,1713,big
dar_es_salaam_trees.259,,259,1112,3/12/2020,3.59E+19,8.93E+22,,,,,,other,,healthy,building/structures,,,,,,,,,,2020-03-12T09:39:17,30,,,,,,,,107,34.08,2,2,1936,big
dar_es_salaam_trees.260,POINT (39.25297609 -6.77579126),260,1113,3/10/2020,3.54E+19,8925504410914534724f,-6.77579126 39.25297609 -20.0 8.0,-6.77579126,39.25297609,-20,8,acacia,,healthy,NULL,0,0,0,0,0,0,,,Open soil,2020-03-10T13:24:24,105,human,0,1,,,,,130,41.4,2,2,1701,big
dar_es_salaam_trees.261,POINT (39.25577228 -6.77142474),261,1114,3/11/2020,3.54E+19,8925504410914534724f,-6.77142474 39.25577228 -11.0 5.0,-6.77142474,39.25577228,-11,5,other,,slightly_damaged / sick,NULL,0,0,0,0,0,0,,,restricted/incased,2020-03-12T06:01:53,78,human,0,1,,,,,86,27.39,2,2,1859,big
dar_es_salaam_trees.262,POINT (39.25534533 -6.77097568),262,1115,3/11/2020,3.54E+19,8925504410914534724f,-6.77097568 39.25534533 -25.0 5.0,-6.77097568,39.25534533,-25,5,other,,healthy,electricity/wires road,1,1,0,0,0,0,,private_property,Open soil,2020-03-12T06:04:06,85,human,0,1,,,,,86,27.39,3,3,1866,big
dar_es_salaam_trees.263,POINT (39.25298327 -6.7757733),263,1116,3/10/2020,3.54E+19,8925504410914534724f,-6.7757733 39.25298327 -22.0 7.0,-6.7757733,39.25298327,-22,7,acacia,,healthy,NULL,0,0,0,0,0,0,,private_property,Open soil,2020-03-10T13:25:40,106,human,0,1,,,,,136,43.31,3,3,1702,big
dar_es_salaam_trees.264,POINT (39.25684333 -6.777331667),264,1117,3/13/2020,3.54E+19,8.93E+22,-6.777331666666667 39.256843333333336 6.1 4.7,-6.77733167,39.25684333,6.1,4.7,neem,,healthy,NULL,0,0,0,0,0,0,,private_property,Open soil,2020-03-13T09:54:28,15,human,0,1,,,,,70,22.29,3,3,2063,big
dar_es_salaam_trees.265,POINT (39.26376833 -6.769873333),265,1118,3/12/2020,3.53E+19,8.93E+23,-6.769873333333334 39.26376833333334 5.2 4.9,-6.76987333,39.26376833,5.2,4.9,other,,healthy,NULL,0,0,0,0,0,0,,private_property,Open soil,2020-03-12T09:44:48,51,human,0,1,,,,,110,35.03,3,3,1963,big
dar_es_salaam_trees.266,POINT (39.25684333 -6.777435),266,1119,3/13/2020,3.54E+19,8.93E+22,-6.7774350000000005 39.256843333333336 23.7 4.8,-6.777435,39.25684333,23.7,4.8,other,,healthy,NULL,0,0,0,0,0,0,,private_property,Open soil,2020-03-13T09:53:41,10,human,0,1,,,,,213,67.83,3,3,2057,big
dar_es_salaam_trees.267,POINT (39.25953333 -6.773181667),267,1120,3/10/2020,3.58E+19,8.93E+22,-6.773181666666666 39.25953333333334 4.9 4.4,-6.77318167,39.25953333,4.9,4.4,other,,healthy,building/structures,0,0,1,0,0,0,,public_property,Open soil,2020-03-10T11:18:42,1,human,0,1,,,,,430,136.94,3,3,1573,big
dar_es_salaam_trees.268,POINT (39.25977 -6.774918333),268,1121,3/10/2020,3.58E+19,8.93E+22,-6.774918333333333 39.25977 -0.0 5.0,-6.77491833,39.25977,0,5,other,,healthy,building/structures,0,0,1,0,0,0,,public_property,Open soil,2020-03-10T11:19:20,4,human,0,1,,,,,320,101.91,3,3,1584,big
dar_es_salaam_trees.269,POINT (39.25971833 -6.775945),269,1122,3/10/2020,3.58E+19,8.93E+22,-6.775945 39.25971833333333 6.7 4.9,-6.775945,39.25971833,6.7,4.9,other,,healthy,building/structures,0,0,1,0,0,0,,public_property,Open soil,2020-03-10T11:19:29,6,human,0,1,,,,,310,98.73,3,3,1586,big
dar_es_salaam_trees.270,POINT (39.26097667 -6.774771667),270,1123,3/12/2020,3.58E+19,8.93E+22,-6.774771666666667 39.26097666666667 4.0 4.8,-6.77477167,39.26097667,4,4.8,other,,healthy,building/structures road,0,1,1,0,0,0,,public_property,Open soil,2020-03-12T10:08:15,65,human,0,1,,,,,140,44.59,3,3,1982,big
dar_es_salaam_trees.271,POINT (39.25821 -6.776088333),271,1124,3/10/2020,3.54E+19,8.93E+22,-6.776088333333333 39.25821 -0.8 4.9,-6.77608833,39.25821,-0.8,4.9,flamboyant,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:48:52,45,human,0,1,,,,,472,150.32,3,3,1630,big
dar_es_salaam_trees.272,POINT (39.25636833 -6.77661),272,1125,3/13/2020,3.54E+19,8.93E+22,-6.77661 39.25636833333333 27.8 5.0,-6.77661,39.25636833,27.8,5,neem,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-13T09:52:23,1,human,0,1,,,,,128,40.76,3,3,2046,big
dar_es_salaam_trees.273,POINT (39.25685833 -6.776416667),273,1126,3/10/2020,3.54E+19,8.93E+22,-6.776416666666667 39.256858333333334 13.9 4.8,-6.77641667,39.25685833,13.9,4.8,other,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:47:32,36,human,0,1,,,,,110,35.03,3,3,1618,big
dar_es_salaam_trees.274,POINT (39.25865333 -6.776215),274,1127,3/10/2020,3.54E+19,8.93E+22,-6.7762150000000005 39.258653333333335 14.3 4.8,-6.776215,39.25865333,14.3,4.8,other,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:49:06,47,human,0,1,,,,,472,150.32,3,3,1632,big
dar_es_salaam_trees.275,POINT (39.26275167 -6.770265),275,1128,3/12/2020,3.53E+19,8.93E+23,-6.770265 39.26275166666667 2.7 4.9,-6.770265,39.26275167,2.7,4.9,other,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-12T09:46:06,57,human,0,1,,,,,60,19.11,3,3,1972,big
dar_es_salaam_trees.276,POINT (39.25657833 -6.77743),276,1129,3/13/2020,3.54E+19,8.93E+22,-6.77743 39.25657833333333 23.6 4.9,-6.77743,39.25657833,23.6,4.9,other,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-13T09:53:25,8,human,0,1,,,,,216,68.79,3,3,2055,big
dar_es_salaam_trees.277,POINT (39.25677167 -6.776933333),277,1130,3/13/2020,3.54E+19,8.93E+22,-6.776933333333333 39.256771666666666 -15.7 5.0,-6.77693333,39.25677167,-15.7,5,other,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-13T09:55:14,20,human,0,1,,,,,72,22.93,3,3,2068,big
dar_es_salaam_trees.278,POINT (39.26085667 -6.776648333),278,1131,3/11/2020,3.53E+19,8.93E+23,-6.776648333333332 39.26085666666667 35.2 4.9,-6.77664833,39.26085667,35.2,4.9,other,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-11T11:06:33,38,human,0,1,,,,,260,82.8,3,3,1788,big
dar_es_salaam_trees.279,POINT (39.258895 -6.776953333),279,1132,3/11/2020,3.54E+19,8.93E+22,-6.776953333333334 39.258895 35.1 4.9,-6.77695333,39.258895,35.1,4.9,other,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-11T11:22:33,57,human,0,1,,,,,134,42.68,3,3,1816,big
dar_es_salaam_trees.280,POINT (39.25789 -6.776216667),280,1133,3/10/2020,3.54E+19,8.93E+22,-6.7762166666666666 39.257889999999996 13.4 4.9,-6.77621667,39.25789,13.4,4.9,palm,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:48:24,42,human,0,1,,,,,132,42.04,3,3,1625,big
dar_es_salaam_trees.281,POINT (39.26074 -6.775928333),281,1134,3/11/2020,3.54E+19,8.93E+22,-6.775928333333333 39.260740000000006 1.0 4.9,-6.77592833,39.26074,1,4.9,other,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-11T11:32:36,65,human,0,1,,,,,329,104.78,3,3,1825,big
dar_es_salaam_trees.282,POINT (39.25922 -6.777828333),282,1135,3/11/2020,3.54E+19,8.93E+22,-6.777828333333334 39.25922 28.5 5.0,-6.77782833,39.25922,28.5,5,neem,,healthy,electricity/wires building/structures,1,0,1,0,0,0,,public_property,Open soil,2020-03-11T11:36:28,66,human,0,1,,,,,190,60.51,3,3,1830,big
dar_es_salaam_trees.283,POINT (39.26073167 -6.777365),283,1136,3/10/2020,3.53E+19,8.93E+23,-6.777365 39.260731666666665 11.2 4.9,-6.777365,39.26073167,11.2,4.9,neem,,healthy,electricity/wires other,1,0,0,0,0,1,,public_property,Open soil,2020-03-10T12:14:48,83,human,0,1,,,,,123,39.17,3,3,1678,big
dar_es_salaam_trees.284,POINT (39.25608 -6.776531667),284,1137,3/10/2020,3.54E+19,8.93E+22,-6.776531666666667 39.25608 5.3 5.0,-6.77653167,39.25608,5.3,5,acacia,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:46:53,31,human,0,1,,,,,104,33.12,3,3,1612,big
dar_es_salaam_trees.285,POINT (39.25915 -6.776688333),285,1138,3/11/2020,3.54E+19,8.93E+22,-6.776688333333334 39.25915 35.3 4.8,-6.77668833,39.25915,35.3,4.8,avocado,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-11T11:21:47,56,human,0,1,,,,,165,52.55,3,3,1815,big
dar_es_salaam_trees.286,POINT (39.25720833 -6.776348333),286,1139,3/10/2020,3.54E+19,8.93E+22,-6.776348333333334 39.25720833333333 15.6 4.7,-6.77634833,39.25720833,15.6,4.7,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:47:55,39,human,0,1,,,,,125,39.81,3,3,1621,big
dar_es_salaam_trees.287,POINT (39.25914167 -6.776486667),287,1140,3/11/2020,3.54E+19,8.93E+22,-6.776486666666667 39.259141666666665 38.0 5.0,-6.77648667,39.25914167,38,5,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-11T11:06:15,36,,,,,,,,209,66.56,3,3,1786,big
dar_es_salaam_trees.288,POINT (39.263565 -6.76987),288,1141,3/12/2020,3.59E+19,8.93E+22,-6.769869999999999 39.263565 -0.1 4.6,-6.76987,39.263565,-0.1,4.6,other,,healthy,electricity/wires,1,0,0,0,0,0,,,,2020-03-12T09:46:14,58,,,,,,,,65,20.7,3,3,1973,big
dar_es_salaam_trees.289,POINT (39.25695333 -6.777451667),289,1142,3/13/2020,3.54E+19,8.93E+22,-6.777451666666667 39.25695333333333 6.7 4.7,-6.77745167,39.25695333,6.7,4.7,neem,,healthy,NULL,0,0,0,0,0,0,,private_property,Open soil,2020-03-13T09:54:02,12,human,0,1,,,,,116,36.94,4,4,2059,big
dar_es_salaam_trees.290,POINT (39.257085 -6.777488333),290,1143,3/13/2020,3.54E+19,8.93E+22,-6.777488333333334 39.257085 6.8 4.9,-6.77748833,39.257085,6.8,4.9,other,,healthy,NULL,0,0,0,0,0,0,,private_property,Open soil,2020-03-13T09:54:13,13,human,0,1,,,,,72,22.93,4,4,2061,big
dar_es_salaam_trees.291,POINT (39.25719 -6.777411667),291,1144,3/13/2020,3.54E+19,8.93E+22,-6.777411666666666 39.25719 6.8 5.0,-6.77741167,39.25719,6.8,5,other,,healthy,NULL,0,0,0,0,0,0,Drain and wall of the house,private_property,Open soil,2020-03-13T09:54:20,14,human,0,1,,,,,60,19.11,4,4,2062,big
dar_es_salaam_trees.292,POINT (39.25895 -6.776086667),292,1145,3/10/2020,3.54E+19,8.93E+22,-6.776086666666667 39.25895 13.4 4.7,-6.77608667,39.25895,13.4,4.7,other,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:49:12,48,human,0,1,,,,,60,19.11,4,4,1633,big
dar_es_salaam_trees.293,POINT (39.25912833 -6.776145),293,1146,3/10/2020,3.54E+19,8.93E+22,-6.7761450000000005 39.25912833333334 12.1 4.6,-6.776145,39.25912833,12.1,4.6,other,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:49:25,50,human,0,1,,,,,84,26.75,4,4,1635,big
dar_es_salaam_trees.294,POINT (39.25739 -6.776326667),294,1147,3/10/2020,3.54E+19,8.93E+22,-6.776326666666667 39.25739 7.5 4.6,-6.77632667,39.25739,7.5,4.6,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:48:12,41,human,0,1,,,,,145,46.18,4,4,1623,big
dar_es_salaam_trees.295,POINT (39.25897333 -6.77621),295,1148,3/10/2020,3.54E+19,8.93E+22,-6.776209999999999 39.25897333333333 11.2 4.3,-6.77621,39.25897333,11.2,4.3,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:49:41,52,human,0,1,,,,,109,34.71,4,4,1637,big
dar_es_salaam_trees.296,POINT (39.25381 -6.777283333),296,1149,3/12/2020,3.54E+19,8.93E+22,-6.777283333333332 39.25381 10.3 4.7,-6.77728333,39.25381,10.3,4.7,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-12T10:05:50,61,human,0,1,,,,,126,40.13,4,4,1976,big
dar_es_salaam_trees.297,POINT (39.25395333 -6.777305),297,1150,3/12/2020,3.54E+19,8.93E+22,-6.777304999999999 39.253953333333335 10.3 4.7,-6.777305,39.25395333,10.3,4.7,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-12T10:34:08,79,human,0,1,,,,,100,31.85,4,4,2009,big
dar_es_salaam_trees.298,POINT (39.25590667 -6.776511667),298,1151,3/10/2020,3.54E+19,8.93E+22,-6.776511666666666 39.25590666666667 1.5 4.8,-6.77651167,39.25590667,1.5,4.8,acacia,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:46:37,29,human,0,1,,,,,85,27.07,5,5,1610,big
dar_es_salaam_trees.299,POINT (39.25811167 -6.776183333),299,1152,3/10/2020,3.54E+19,8.93E+22,-6.776183333333334 39.258111666666665 26.4 4.9,-6.77618333,39.25811167,26.4,4.9,flamboyant,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:48:45,44,human,0,1,,,,,422,134.39,5,5,1629,big
dar_es_salaam_trees.300,POINT (39.258365 -6.776133333),300,1153,3/10/2020,3.54E+19,8.93E+22,-6.776133333333333 39.258365000000005 -1.8 4.8,-6.77613333,39.258365,-1.8,4.8,flamboyant,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:49:00,46,human,0,1,,,,,434,138.22,5,5,1631,big
dar_es_salaam_trees.301,POINT (39.25710667 -6.776331667),301,1154,3/10/2020,3.54E+19,8.93E+22,-6.776331666666666 39.257106666666665 15.6 3.6,-6.77633167,39.25710667,15.6,3.6,other,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:47:47,38,human,0,1,,,,,127,40.45,5,5,1620,big
dar_es_salaam_trees.302,POINT (39.25401833 -6.777208333),302,1155,3/12/2020,3.54E+19,8.93E+22,-6.777208333333334 39.254018333333335 10.2 4.8,-6.77720833,39.25401833,10.2,4.8,other,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-12T09:42:21,44,human,0,1,,,,,95,30.25,5,5,1952,big
dar_es_salaam_trees.303,POINT (39.25396 -6.777258333),303,1156,3/12/2020,3.54E+19,8.93E+22,-6.777258333333333 39.25396 10.3 4.2,-6.77725833,39.25396,10.3,4.2,other,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-12T10:33:35,77,human,0,1,,,,,124,39.49,5,5,2007,big
dar_es_salaam_trees.304,POINT (39.260245 -6.775766667),304,1157,3/11/2020,3.54E+19,8.93E+22,-6.775766666666668 39.260245000000005 0.9 5.0,-6.77576667,39.260245,0.9,5,other,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-11T11:30:10,63,human,0,1,,,,,470,149.68,5,5,1823,big
dar_es_salaam_trees.305,POINT (39.25535288 -6.77099145),305,1158,3/11/2020,3.54E+19,8925504410914534724f,-6.77099145 39.25535288 -35.0 5.0,-6.77099145,39.25535288,-35,5,other,,healthy,electricity/wires road,1,1,0,0,0,0,,public_property,Open soil,2020-03-12T06:03:40,84,human,0,1,,,,,103,32.8,5,5,1865,big
dar_es_salaam_trees.306,POINT (39.25606167 -6.776431667),306,1159,3/10/2020,3.54E+19,8.93E+22,-6.776431666666667 39.25606166666667 11.5 4.5,-6.77643167,39.25606167,11.5,4.5,acacia,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:46:45,30,human,0,1,,,,,110,35.03,5,5,1611,big
dar_es_salaam_trees.307,POINT (39.25897833 -6.776725),307,1160,3/11/2020,3.54E+19,8.93E+22,-6.776725000000001 39.25897833333333 38.2 5.0,-6.776725,39.25897833,38.2,5,mango,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-11T11:20:28,55,human,0,1,,,,,70,22.29,5,5,1814,big
dar_es_salaam_trees.308,POINT (39.25385167 -6.777585),308,1161,3/12/2020,3.54E+19,8.93E+22,-6.777584999999999 39.25385166666667 37.6 4.8,-6.777585,39.25385167,37.6,4.8,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-12T10:11:18,73,human,0,1,,,,,146,46.5,5,5,1991,big
dar_es_salaam_trees.309,POINT (39.25903167 -6.77656),309,1162,3/11/2020,3.54E+19,8.93E+22,-6.776560000000001 39.25903166666667 38.0 4.9,-6.77656,39.25903167,38,4.9,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-11T11:05:50,35,human,0,1,,,,,104,33.12,5,5,1785,big
dar_es_salaam_trees.310,POINT (39.25642667 -6.77676),310,1163,3/13/2020,3.54E+19,8.93E+22,-6.7767599999999995 39.25642666666667 27.7 4.5,-6.77676,39.25642667,27.7,4.5,other,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-13T09:52:32,2,human,0,1,,,,,79,25.16,6,6,2047,big
dar_es_salaam_trees.311,POINT (39.25666333 -6.777193333),311,1164,3/13/2020,3.54E+19,8.93E+22,-6.777193333333334 39.256663333333336 -2.3 4.9,-6.77719333,39.25666333,-2.3,4.9,other,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-13T09:54:50,18,human,0,1,,,,,230,73.25,6,6,2066,big
dar_es_salaam_trees.312,POINT (39.253775 -6.777476667),312,1165,3/12/2020,3.54E+19,8.93E+22,-6.777476666666667 39.253775000000005 37.6 4.7,-6.77747667,39.253775,37.6,4.7,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-12T10:11:35,74,human,0,1,,,,,109,34.71,6,6,1992,big
dar_es_salaam_trees.313,POINT (39.25661 -6.77723),313,1166,3/13/2020,3.54E+19,8.93E+22,-6.777229999999999 39.25661 5.1 5.0,-6.77723,39.25661,5.1,5,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-13T09:54:43,17,human,0,1,,,,,109,34.71,6,6,2065,big
dar_es_salaam_trees.314,POINT (39.25291401 -6.77604159),314,1167,3/10/2020,3.54E+19,8925504410914534724f,-6.77604159 39.25291401 -24.0 6.0,-6.77604159,39.25291401,-24,6,other,,healthy,NULL,0,0,0,0,0,0,,private_property,Open soil,2020-03-10T13:19:44,101,human,0,1,,,,,80,25.48,7,7,1697,big
dar_es_salaam_trees.315,POINT (39.257275 -6.776255),315,1168,3/10/2020,3.54E+19,8.93E+22,-6.776254999999999 39.257275 15.7 5.0,-6.776255,39.257275,15.7,5,other,,healthy,NULL,0,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:48:05,40,human,0,1,,,,,115,36.62,7,7,1622,big
dar_es_salaam_trees.316,POINT (39.25536665 -6.77117057),316,1169,3/11/2020,3.54E+19,8925504410914534724f,-6.77117057 39.25536665 -47.0 8.0,-6.77117057,39.25536665,-47,8,other,,healthy,electricity/wires,1,0,0,0,0,0,,,Open soil,2020-03-12T06:02:31,80,human,0,1,,,,,130,41.4,7,7,1861,big
dar_es_salaam_trees.317,POINT (39.25700167 -6.776353333),317,1170,3/10/2020,3.54E+19,8.93E+22,-6.776353333333333 39.25700166666666 13.9 4.8,-6.77635333,39.25700167,13.9,4.8,other,,healthy,electricity/wires,1,0,0,0,0,0,,public_property,Open soil,2020-03-10T11:47:38,37,human,0,1,,,,,100,31.85,10,10,1619,big
